name,lat,lon
Iglesia de Dios de Profesia Conociendo la Verdad,45.416473,-122.60403070000001
Idaho-Oregon Buddhist Temple,44.023065800000005,-116.9565359
Storyline Community,45.446916300000005,-122.62067250000001
,44.5570267,-123.30190080000001
Congregation Shir Tikvah,45.527634000000006,-122.64063780000001
Mid-Valley Baptist Church,44.576396100000004,-123.2748978
Winners Chapel International,45.4260565,-122.77842740000001
,44.0823362,-121.2962066
Ministerios El Amor Verdadero,45.7564116,-122.8798498
Beit Haverim,45.4236451,-122.6896985
East Salem Church,44.9415923,-122.94674230000001
Story Church,45.3021272,-122.76416300000001
Yaquina Bay Baptist Church,44.635514300000004,-124.0414013
Lebanon Flow Arts,44.5691325,-122.7587632
Williamson River Christian Fellowship,42.5522659,-121.9014465
Abu-Bakr As-Siddiq Islamic Center/Eugene Islamic Center (Mosque),44.049612700000004,-123.12103510000001
Masjid Lady Khadijah (Mosque),45.444853,-122.7949243
Alive Church,45.469142100000006,-122.70842940000001
Pioneer United Methodist Church,43.1757281,-124.1865985
Chosen Church,45.533551,-122.4347424
Gold Beach Apostolic Church,42.4071785,-124.42072440000001
The Church of Jesus Christ of Latter-day Saints,42.410943,-124.42089600000001
Masjid Towhid,45.531825500000004,-122.55433380000001
Boardmen Pentecostal,45.824469500000006,-119.686143
Portland Friends of the Dhamma,45.5127278,-122.64002420000001
First Baptist Church of Gresham,45.496966,-122.43401940000001
,45.4889561,-118.00374500000001
,45.5629623,-117.92091380000001
,45.5633685,-117.91651470000001
,45.477831800000004,-118.83615010000001
,45.5229724,-123.8893611
,45.501666,-119.8230673
,45.200343800000006,-123.9617365
,44.6217637,-121.1302979
,45.199468,-123.96079630000001
Saint Thomas Episcopal Church,44.07780956758802,-123.06808103150152
First Lutheran Church,45.86740394977051,-122.80301123779962
First Baptist Church,45.208249690875164,-123.19736761728434
United Church of Christ Congregational,45.600348681700176,-121.18517164494628
Suburban Christian Church,44.53868444439498,-123.31246251995617
Congregation Neveh Shalom,45.48347911338051,-122.70597638922119
Christian Church of Hillsboro,45.52582850158338,-122.9813343813851
Saint Anthony Catholic Church,45.51511224534853,-123.10345802393098
Forest Grove United Methodist Church,45.516651528997144,-123.10737607097602
Our Lady of Peace Retreat Center,45.4935729281606,-122.8509340048448
United Methodist Church,45.523431004912204,-122.97673901250566
West Portland United Methodist Church,45.45500766505858,-122.72576527398846
Rolling Hills Community Church,45.3735701588411,-122.71241854890896
Calvary Parkside,45.47842140548673,-122.81272272916654
Portland Central Church Assembly of God,45.47439121730664,-122.80609071009154
Beaverton Christian Church,45.47596792387019,-122.8183370485679
Southminster Presbyterian Church,45.46867219046248,-122.80312764753843
Canyon Creek Church,45.31816903041333,-122.75724740454604
Portland Metro Church,45.55934606028298,-122.65898320427289
HECSA Portland Balaji Temple,45.50726389605834,-122.74074378614468
St. Matthew's Anglican Church in North America,45.55311979311975,-122.54801649036807
The Parish of Saint Mark,45.530349495428666,-122.69489646274204
Saint Henry Catholic Church,45.49818571179034,-122.43578293810712
Greater Portland Baptist Church,45.512990059776456,-122.48000637255235
,45.47721298399052,-122.39769590190603
Trinity United Methodist Church,44.08978812944047,-123.13460381441172
Central Lutheran Church,44.039614644518146,-123.07580258660843
Peace Lutheran,44.04075231549969,-123.08157703705001
Westminster Presbyterian Church,45.536167743356366,-122.64899967037519
All Saints Parish,45.52358627440802,-122.98475256961052
GracePointe,45.44560690243705,-122.6187554893234
Rockwood United Methodist Church,45.51960370797639,-122.47968553765507
Lynchwood Christian Church,45.49483628331438,-122.48523568262075
Canby Foursquare Church,45.27941038747219,-122.66410049127153
Saint John the Apostle Catholic Church,45.3545672931917,-122.60746927961965
Holy Trinity Catholic Church,45.50729079403114,-122.81724458924292
Gethsemane Lutheran Church,45.51103377973276,-122.543787941883
Montavilla Baptist Church,45.5118560614612,-122.56876509741257
First United Methodist Church;Grace and Mercy Lutheran Church,45.84168833705603,-119.2891621554244
Klamath Lutheran Church,42.23112518547204,-121.77957490867836
Saint Paul's Episcopal Church,44.92668043814845,-123.04213895045042
First United Methodist Church,45.51753187389344,-122.69369029032389
First United Methodist Church,44.04449046001433,-123.09506321235214
Wesley United Methodist Church,44.07697484227287,-123.0778334714583
Salem First Church of the Nazarene,44.9480690239276,-123.01647147196212
Trinity Church,45.44164156235591,-122.48657405221446
Crow Applegate Church of the Nazarene,43.98462734405064,-123.32351826774405
North Umpqua Bible Fellowship,43.30384118603672,-123.14098136514528
,43.22961118360457,-123.37091678826943
First Presbyterian Church,42.32416073733864,-122.87513195253486
Holy Redeemer Catholic Church,43.40126185992108,-124.24373955769309
Grace Lutheran Church,44.57196251285242,-123.27610754401142
St. Mary Catholic Church,44.573214973625106,-123.27821485275858
Saint Barnabas Episcopal Church,45.47645366460039,-122.69972249605618
Peoples Church,44.985348376676946,-122.98053005515374
Salem First United Methodist Church,44.9386738071168,-123.03533895217512
Saint Joseph Catholic Church,44.9409803236855,-123.0316947265624
Saint Matthew Lutheran Church,45.49140936200634,-122.78341302616292
New Hope Foursquare Church,44.950118598313146,-122.96011586023944
First Baptist Church,45.518880873217064,-122.68447586001183
Temple Baptist Church,45.532663646370835,-122.65915551574487
Society Church,45.53630155,-122.62266980000001
The Well Community Church,45.53557781398536,-122.66442510324869
Holy Rosary Catholic Church and Priory,45.53312645602043,-122.66216905375164
Rosary Center & Confraternity,45.53274201213723,-122.66290581078722
Christian World Fellowship,44.886230148655784,-123.0587586368871
Saint Francis of Assisi Catholic Church,45.52056278996332,-122.6540978396345
Saint Patrick Catholic Church,44.84892717708856,-123.20349500204453
"First Church of Christ, Scientist, Portland",45.52670309054684,-122.64241327511644
Nichiren Buddhist Temple of Portland,45.516265600000004,-122.64503205
Portland Covenant Church,45.55269627230801,-122.66118732988573
Miao Fa Temple,45.51269897451037,-122.64809695319299
Immaculate Heart of Mary Catholic Church,45.54397694314544,-122.66623644821142
St. Philip the Deacon Episcopal Church,45.54168669919284,-122.66381238094264
Our Lady of Guadalupe Catholic Church,44.7220373397734,-123.91578417298777
Siletz Gospel Tabernacle,44.72269785312202,-123.914459454605
Calvary Baptist Church,45.487454896466424,-122.85807072504558
Tualatin Valley Community Church,45.51574711354546,-122.89471370905342
The Church of Jesus Christ of Latter-day Saints,45.41967064548694,-122.7310631129597
Lake Bible Church,45.4205659211442,-122.72405778063442
Our Lady of the Lake,45.419852827283364,-122.67266911366112
Portland Oregon Temple,45.42537975873755,-122.74226750218718
River West Church,45.42338544380979,-122.69949150510008
Imago Dei Community,45.5218457209803,-122.65116130183213
Saint John the Baptist Greek Orthodox Church,45.513476068981475,-122.82590970664376
Holy Redeemer Catholic Church,45.57040795670337,-122.66716760543076
Forest Grove Church of Christ,45.51732843106488,-123.10809164384465
Greater Gresham Baptist Church,45.50413397043261,-122.39311388498936
Mt. Olivet,45.48168611194054,-122.86044410213977
Montavilla United Methodist Church,45.520543255624425,-122.58088540109843
Emmanuel Presbyterian Church,45.386455094213765,-122.64005572051211
New Life Church,45.38821709529687,-122.64029772084616
Lake Oswego United Methodist Church,45.407481467852385,-122.68108729708038
Village Baptist Church,45.51629815069499,-122.81701072511412
Shepherd of the Valley Lutheran Church,45.535798299999996,-122.85673709999999
University Christian Center,44.56802034478002,-123.2745733214909
West Linn Lutheran Church,45.378413647590115,-122.63405384995363
Corvallis Foursquare Church,44.58129277683752,-123.27285570746359
Stone Tower Seventh Day Adventist Church,45.529670140286754,-122.6341694062183
Immanuel Christian Fellowship,45.52951952475973,-122.63481488456574
Holy Trinity Greek Orthodox Church,45.52687216857832,-122.63207169967518
Bridgetown Church,45.537171914909216,-122.64423842100636
Rose City Park Presbyterian Church,45.536726618687084,-122.61746417023538
Sunnyside Seventh-day Adventist Church,45.51222854220339,-122.55476058810694
Saint Anne's Chapel,45.39775421621029,-122.64964872772237
Macksburg Lutheran Church,45.213450339796346,-122.65690141684189
Calvary Mennonite Church,45.23096973646257,-122.72864767439724
Saint Rita Catholic Church,45.55586132291663,-122.55941884069453
Iglesia Pentecostes Cristo Te Llama,45.55123953172795,-122.580925156866
Sulamita Slavic Evangelical Church,45.54494918511877,-122.45125922817847
Saint Peter Catholic Church,45.48001399567104,-122.57383142179859
Lents Seventh-day Adventist Church,45.47951819728963,-122.57167136262856
Lents Baptist Church,45.479599349999994,-122.57264110000001
Life Community Church,44.62030030185585,-123.2445914004369
Grace Baptist Church,44.12287292211676,-123.13976930156771
Emmaus Lutheran Church,44.039921225546365,-123.11195754929008
Saint Anne Orthodox Church,44.6316126,-123.24040589999997
First Christian Church,45.51507684629792,-122.68275266685119
Nexus Church,45.47286980473069,-122.80666873293137
Albany Seventh-Day Adventist Church,44.613551869619435,-123.0677390259206
Alliance Bible Church,45.51184393855363,-122.93943769455696
Hillsboro Friends Church,45.52573615359762,-122.98034650478338
First Congregational Church,45.516404642586366,-122.68203192856711
Oak Hills Church,45.53994335245784,-122.83438591002974
Chapel of Christ the Teacher,45.571157095079975,-122.72642339864753
Saint Andrew's Presbyterian Church,45.488239250725535,-122.70978544578567
Victory Temple Church of God in Christ,45.53670375,-122.66274910000001
Bandon Christian Fellowship,43.10711225251667,-124.4286573825972
Portland Christian Center,45.481708419966644,-122.70530059398475
Liberation Street Church,45.52293352555406,-122.67269367383163
First Christian Church,45.00769848309822,-122.7831295845427
Sacred Heart Catholic Church,44.64332416833587,-124.05383769994762
Newport Christian Church,44.635460564850185,-124.04295893859313
Multnomah Presbyterian Church,45.47030990522411,-122.72386225038038
Grace Baptist Church,45.299811288901246,-122.95901658139424
Saint Michael's Episcopal Church,45.29970019330808,-122.96047588120301
Saint Rita Retreat Center,42.42442667012563,-123.01421605776937
Faith Baptist Church,44.968443567334276,-122.9605992520315
,44.883578569921866,-117.11506103199739
Saint Therese Catholic Church,44.8806852254841,-117.1139109919469
Hood View SDA Church,45.41880662034399,-122.38744637883872
Elgin Seventh-day Adventist Church,45.56527423593897,-117.92445278549404
Christ Memorial Church of God in Christ,45.5624236894215,-122.68344262365699
Applegate Christian Fellowship,42.23908210273815,-123.04005209075716
Portland Family Peace Fellowship,45.37451485,-122.62994125000002
Saint Pius X Catholic Church,45.52882850148403,-122.80445352852712
Tigard Foursquare Church,45.42054283047967,-122.7848876924087
Creswell Church of Christ,43.91246888577984,-123.02257379688868
First Baptist Church of Salem,44.94493190534387,-123.03693241632934
Our Lady of Perpetual Hope Catholic Church,43.80290516883342,-123.0471940507106
,44.05947852909242,-123.00938522884462
Saint Thomas Catholic Church,44.292163186927574,-121.18801902172405
Crossfire,44.05317010000002,-122.98759700000001
Crossfire,44.053180647581094,-122.98710094709759
United Pentecostal Church of Springfield,44.04759310976185,-123.00496930550163
Saint Patrick Catholic Church,45.53474985781141,-122.69106692487472
Saint André Bessette Catholic Church,45.52327065000001,-122.67675650000002
Saint Bartholomews Episcopal Church,45.49529288026308,-122.79264349930045
Spirit of Life Christian Center,42.41024165000001,-122.85823859999998
Second Coming Church,45.49634951108433,-122.6110912750201
Trail Christian Fellowship,42.576845476216675,-122.81891899227364
The Church of Jesus Christ of Latter-day Saints,45.54316356363514,-122.83024872897322
Hui Lin Temple,45.491939389755224,-122.59915990974123
Saint Paul Catholic Church,44.07541862895014,-123.05862490571202
Kingdom Hall of Jehovah's Witnesses,42.15377015197462,-123.62610676403122
Corbett Community Church,45.52759468222008,-122.30950606240191
Grace Bible Church,42.24479120601569,-122.7875805857943
Valley Bible Fellowship,42.23943985428794,-122.77498395695123
Joy Church,44.078911899999994,-123.04592754999997
Church of Christ,44.07351045,-123.06884330000001
Victory Christian Center,45.490451261164964,-122.58617948352564
Emerald Bible Fellowship,44.07879789786264,-123.08498964463395
Archangel Gabriel Orthodox Church,42.282465099999996,-122.81751504999998
Zion Evangelical Lutheran Church,44.57215365509858,-123.28188497996231
Trinity Baptist Church,44.048182308843145,-123.00954125452465
Trinity Episcopal Church,44.05571028049006,-121.31791971538905
First United Methodist Church,44.05553682951754,-121.31552031887536
Saint Francis of Assisi Catholic Church,44.05617783707746,-121.31164498742876
The Church of Jesus Christ of Latter-day Saints,44.613201746236605,-123.07157719165586
First Presbyterian Church,45.20903918950611,-123.19612631088386
,45.208708349214106,-123.19541112857358
McMinnville Cooperative Ministries,45.20905385222206,-123.1937291641066
Riverside Church of God,43.78788925862131,-123.07047248202721
Coburg United Methodist Church,44.14061121647506,-123.06773826469252
Countryside Christian Fellowship,44.140565303303674,-123.07169989091243
Your Bible Speaks Community Church,45.55691073936795,-122.60670017319819
Pendleton Faith Center,45.67355599066877,-118.78769281490972
First Presbyterian Church,43.206905174387714,-123.3457835167535
Saint Joseph Catholic Mission,42.315041198934516,-122.96594576065846
Trinity Episcopal Church,42.19570752956387,-122.71064816849481
Saint Juan Diego Catholic Church,45.56256966527834,-122.86209222412926
Salem Alliance Church,44.95194073655999,-123.02904232346818
"First Church of Christ, Scientist",44.93182704673184,-123.04136006360106
The Church of Jesus Christ of Latter-day Saints,45.867199573023484,-123.16950044094908
State Street Church of God,44.934803181781234,-123.01959586665882
Bend First Presbyterian Church,44.05250827346339,-121.29221483055414
Victory Baptist Church,44.06042014951289,-121.29003125804839
St Alban's,44.62450282176276,-123.09098721702242
,44.62395904891159,-123.08998372948247
,44.62384124782443,-123.09403362138818
The Salvation Army,45.67064672886031,-118.78451803541148
Bethany Baptist Church,45.552649819006206,-122.83212653803426
First Presbyterian Church,45.67113682589811,-118.78942094029954
First United Methodist Church,45.67150064944115,-118.78417743924446
Episcopal Church of the Redeemer,45.67238601393634,-118.78556501398752
Youngnak Presbyterian Church of Portland,45.523759474872904,-122.8557885134433
Life Change Church,45.52593100890073,-122.49573324809874
Hope Lutheran Church,42.2061067677565,-121.7232245046867
Wesley Foundation Campus Ministry,44.04619057240497,-123.07897256835894
Oregon Hillel,44.04816546630108,-123.08178279856467
,45.60064845766582,-121.18631806070243
"First Church of Christ, Scientist",45.59897633111527,-121.18464721352885
Garden Valley Church,43.24529721795173,-123.39584931256618
Church of Christ,43.1975990936174,-123.36101558311985
Kingdom Hall of Jehovah's Witnesses,43.20897383097609,-123.3891654181848
Templo Betel Asamblea de Dios,45.59914351224586,-121.18760171411554
Melrose Comunity Church,43.246660284441944,-123.46259597526436
,43.24621702446263,-123.46263893950076
Hope Church,44.63227439583776,-123.07122007220478
Albany Mennonite Church,44.659214533059654,-123.0591397795651
Saint Mary Magdalene Catholic Church,45.54544326345507,-122.64161706591622
Saint Luke Lutheran Church,45.47521022593336,-122.72488946315761
Lebanon First Assembly of God,44.535839166599146,-122.91682400902761
Oregon Latvian Evangelical Lutheran Church,45.48369368635535,-122.70723287159859
Chabad,45.4762462059718,-122.70114575269098
The Church of Jesus Christ of Latter-day Saints,44.80664988276218,-122.80725901140949
Foothills Church,44.81073387927122,-122.78458536214643
Santiam Chapel,44.7767268077651,-122.61588806017014
The Church of Jesus Christ of Latter-day Saints,44.745231613702984,-122.41593635133076
Greater Portland Bible Church,45.47331578357614,-122.70022322234651
Congregation Kesser Israel,45.47586037676514,-122.70606945287747
Corvallis Gospel Hall,44.545004173159406,-123.26316063705738
Southside Community Church,44.54584007536904,-123.26354832700501
All Saints Episcopal Church,45.47957944668903,-122.6209925282329
Village Grace,45.4739805411774,-122.7069370135152
The Grotto,45.55320090383517,-122.57087117561079
West Hills Christian Church,45.4680178826049,-122.71661022734281
Saint Clare Catholic Church,45.463180140493556,-122.69701127134229
Missio Community,45.458828598179956,-122.71147459663081
Saint Andrew Lutheran Church,45.51371776528801,-122.80461004394223
Holy Trinity Catholic Church,43.897494486355306,-121.41979312253055
PDX Church,45.471553456552265,-122.67997361481187
"First Church of Christ, Scientist",44.77734972740326,-117.83357262526042
First Lutheran Church,44.77503361331565,-117.83290906879783
Kingdom Hall of Jehovah's Witnesses,44.766346179607375,-117.8234676993197
Baker City Christian Church,44.76561349490619,-117.83756230241056
Agape Christian Center,44.764996674130565,-117.83587449252703
Saint Francis de Sales Cathedral,44.77945902330808,-117.83120799027674
Calvary Baptist Church,44.778413488445175,-117.83357902500008
Blue Mountain Baptist Church,44.78096668823677,-117.84146147029746
The Church of Jesus Christ of Latter-day Saints,44.7956297175471,-117.83827714921672
Baker City Church of the Nazarene,44.79612983083453,-117.82038081932805
Elkhorn Baptist Church,44.79092481586076,-117.81368241348073
Harvest Church,44.79380458088643,-117.81362449491662
OSU Newman Center,44.56858184076012,-123.27712732677733
Trinity Episcopal Cathedral,45.524504358273404,-122.69088167094164
The Church of Jesus Christ of Latter-day Saints,45.523440723710614,-122.95000513750793
New Life Church,45.51925558797459,-122.94707124343718
Valley Hope Community Church of God,45.52169509367138,-122.96010048446045
Saint Matthews Episcopal Church,44.12281970255702,-123.14132457739751
Christian Meeting Place,45.50363891555851,-122.79914344778189
First Baptist Church,44.977263589997136,-124.01370498042748
Lincoln City Nazarene Church,44.9779830213741,-124.0123955954902
Rogue United Methodist,42.57792142248843,-122.81796784465766
The River Center,44.5555395873207,-123.29475587221137
Corvallis Korean Church,44.58024750243795,-123.27045126251224
Grant Avenue Baptist Church,44.579899813729945,-123.2706183178979
Luther House,44.5696293850495,-123.27739422205788
Saint Antonious,45.46410896606443,-122.65140458507302
Valley Church,44.928707941393675,-123.04216505843436
Rogue River Seventh Day Adventist,42.417709695907924,-123.15583985393756
First United Methodist Church,44.566911511110526,-123.26964520845607
Saint Thomas More Catholic Church,45.50199158489496,-122.71407760526724
The Journey Church,45.41992192510037,-122.46616109377592
Emmanuel Community Church,45.42601039747614,-122.48624482621028
Kingdom Hall of Jehovah's Witnesses,45.426059309896736,-122.48767671075551
Tabernacle,45.490310323968636,-122.67854589009096
Ageny Longhouse,44.75570666605083,-121.27177098525907
Grace Church Portland,45.51547276360241,-122.68726939231345
Hope Korean Presbyterian Church,45.47745560128042,-122.67416650439051
Kingdom Hall of Jehovah's Witnesses,45.47705589524476,-122.67611977864004
First Unitarian Church,45.51818329499476,-122.68579523242877
Hillsboro Nazarene Church,45.53489004555915,-122.95975909090738
First Presbyterian Church,45.52113501244659,-122.68429968038429
First Baptist Church,45.524173707145266,-122.98836751018963
Hillsboro Seventh-day Adventist Church,45.52855933514227,-122.98483596917313
Calvary Lutheran Church,45.53165855902987,-122.9807371424093
Old Town Chruch,45.51290751281761,-123.10730806269424
The Church of Jesus Christ of Latter-day Saints,45.52799082956813,-123.11979760242953
Deschutes Christian Fellowship,44.10864588525937,-121.31336413811538
Emanuel Lutheran Church,45.51866369421704,-123.05780753796942
Saint Bedes Episcopal Church,45.51405734089412,-123.10266775098978
Forest Grove United Church of Christ,45.52055288185463,-123.11151278213661
Abundant Life Community Church,45.597088120126976,-122.99657157500049
North Plains Christian Church,45.59784685934782,-122.9986972047654
Saint Matthew Catholic Church,45.518511663290475,-122.98672390522115
,45.516228375523774,-123.0453175696603
The Church of Jesus Christ of Latter-day Saints,45.54083987143377,-123.1231309573132
Old Scotch Church,45.57275178306603,-122.99427740861707
Zion Lutheran Church,45.549286315896055,-122.99417175751172
Evergreen Christian Center,45.551958957508866,-122.99457703815699
Saint Gabriels Episcopal Church,45.5554804283948,-122.85759272541524
Rock Creek Church,45.552284306104774,-122.8667217016561
The Church of Jesus Christ of Latter-day Saints,45.558409267925725,-122.87399333923798
The Church of Jesus Christ of Latter-day Saints,45.526220457621456,-122.85548770460643
Beaverton Grace Bible Church,45.52682765832765,-122.8621176221521
Remedy City Church,45.53425747394803,-122.84397245556005
Christ United Methodist Church of Cedar Mill,45.52726746821723,-122.80877361283048
Kingdom Hall,45.52916184145554,-122.80752703806834
Prince of Peace,45.53094387817586,-122.8231043509516
Oregon City Bible Chapel,45.307371038769666,-122.56827411896731
The Church of Jesus Christ of Latter-day Saints,45.25262449259193,-122.69595391993883
Bethany Evangelical Free Church,45.25984948275413,-122.6897300358711
,45.257586966115674,-122.68794620707439
Saint Aloysius Catholic Church,45.291457074345054,-122.33592314076948
Kingdom Hall of Jehovah's Witnesses,45.30351124273224,-122.33802882438442
The Church of Jesus Christ of Latter-day Saints,45.302423594738556,-122.33785260735135
Estacada Assembly of God Church,45.29343750069445,-122.33680446285211
Clackamas Valley Baptist Church,45.31068519001352,-122.34182407579497
Bright Way Zen,45.51946130693152,-122.80116390496615
West Valley Community Church,45.52948870472128,-122.90114355933638
Unitarian Universalist Community Church of Washington County,45.529033332552096,-122.91022845565567
Hillsboro Jehova North,45.562356230313675,-122.92799788658694
Cedar Hills United Church of Christ,45.50815126129501,-122.7964665172183
Grace Baptist Church,45.52084742434149,-122.58437972079889
Cedar Hills Baptist Church,45.50192767947897,-122.78927597896624
Lower Highland Bible Church and Sunday School,45.25340876851874,-122.45928911159469
Ohana Christian Fellowship of Seventh-day Adventists,45.280506894455314,-122.66668582865871
Canby Chapel Church of the Nazerene,45.27839791488316,-122.66558528632879
First United Methodist Church of Beaverton,45.48446223365028,-122.80612097501549
Ananda,45.48479441330607,-122.80685790759242
Fifth Street Church of Christ,45.4829875122973,-122.79795650834255
"First Church of Christ, Scientist",45.48046671595956,-122.80300942254644
Pilgrim Lutheran Church,45.47913193222136,-122.80506999286906
Eden Presbyterian Church,45.511016014018765,-122.86646758920593
Kingdom Hall of Jehovahs Witnesses,45.500572320271374,-122.85908551934871
Tu Viện Ấn Quang,45.50043110220026,-122.86496157789276
Horizon Community Church,45.374299476111766,-122.75323297797199
Wilsonville United Methodist Church,45.30379153448785,-122.75250585896583
Rock Creek Christian Center,45.560073638132266,-122.89702941323353
Holy Trinity Old Catholic Church,45.26432563089095,-122.69325376497986
Canby Alliance Church,45.26932372733376,-122.69261044034803
Canby Christian Church,45.26520739958601,-122.695269154128
Canby United Methodist Church,45.27491257212679,-122.69642941012428
First Baptist Church of Canby,45.27833535502536,-122.68738426986651
Immanuel Lutheran Church,45.39739035108713,-122.25290978469316
Saint Michael the Archangel,45.39207690832025,-122.24834393132211
The Church of Jesus Christ of Latter-day Saints,45.358101676248076,-122.85423012190893
Saint Elizabeth of Hungary Catholic Church,45.49371372784694,-122.68347382154403
City Gate Church,45.53058122265396,-122.97851651400187
Kingdom Hall of Jehovahs Witnesses,45.5201916686121,-122.94160647540814
Orenco Presbyterian Church,45.52348014061648,-122.91544161323414
Harvest Community Church,45.524240846463805,-122.89524673647303
Central Presbyterian Church,44.043590578005784,-123.08448563208971
Saint Anselm of Canterbury - Episcopal Campus Ministry,44.5694539707127,-123.28021343972883
Saint John Fisher Catholic Church,45.474552909462574,-122.72500603997547
Cascade Locks Bible Fellowship,45.674166850000006,-121.87795100000002
Bilal Masjid,45.4901294100642,-122.84267721454049
Kingdom Hall of Jehovah's Witnesses,44.55399795183949,-123.29011555937603
Salem First Presbyterian Church,44.940185694561656,-123.03204231422568
Hillcrest Bible Church,45.483859248429894,-122.7265509268512
Vermont Hills United Methodist Church,45.48043806887932,-122.73400335227288
,45.68626432515849,-121.5255330153993
,45.692061704744475,-121.52202233823088
Saint Agatha Catholic Church,45.465938681929195,-122.65145687092236
If the Broom Fits,45.42985600000001,-122.76764745000001
,44.109258557380464,-123.13490477277148
Neighborhood Assembly of God,44.10407273998199,-123.1477011819946
,44.11128210669067,-123.13605274880179
Westside Community Church,45.47538462416975,-122.86607880818033
Our Redeemer Lutheran Church,45.43075574671012,-122.8150540234661
Saint Andrew Catholic Church,45.55888894513041,-122.65698207793885
Saint Michael the Archangel Catholic Church,45.511833080585156,-122.68067179736822
Portland Community Church,45.46795069926854,-122.77409656833709
Portland Christadelphians,45.45503137806471,-122.82484483710014
Trinity Evangelical Church,45.44128977021652,-122.79949587299753
Southwest Hills Baptist Church,45.45433179051906,-122.81464155957677
The Church of Jesus Christ of Latter-day Saints,45.45827411244955,-122.83302248841291
Antioch Christian Fellowship,45.44947702471076,-122.7120310356748
The Porltand Rizwan Mosque,45.453358064462485,-122.71313478907118
Murray Hills Christian Church,45.44697814854684,-122.83091993942072
The Church of Jesus Christ of Latter-day Saints,45.51376387582889,-122.88756323612063
The Church of Jesus Christ of Latter-day Saints,43.39655997600543,-123.29075470947154
Gladstone Church of the Nazarene,45.38867012703061,-122.61998803998577
Jennings Lodge Community Church,45.39033472455873,-122.61545782854924
Spirit of Life Lutheran Church,45.381399293707005,-122.59929180367998
Gladstone Christian Church,45.3811527345363,-122.5906926322121
Park Place Church,45.369791909587214,-122.58059710716859
Sellwood Baptist Church,45.464733901391945,-122.65468243962125
Hillside Church,45.39044643867655,-122.59693234498599
Tri City Baptist Temple of Milwaukie,45.39198066993372,-122.58415904580683
The Church of Jesus Christ of Latter-day Saints,45.390880859297894,-122.58324476887798
St. Stephen's Episcopal Church,44.77866919271435,-117.8313237639483
First Presbyterian Church,44.7768621603658,-117.83491764438052
West Hills Friends Church,45.47108996386049,-122.73102261447667
Saint Helen Catholic Church,44.21986447651015,-123.21493372293683
Tri County Worship Center,44.22310373092876,-123.20779663614158
Eugene Japanese Baptist Church,44.10801658756591,-123.13203704877131
Immovable Foundation Church,45.43589009918362,-122.62214679122857
Milwaukie Presbyterian Church,45.439229100776195,-122.63721046837532
Plymouth Bretheren Christian Church,45.4220446563312,-122.62790115701918
Faith On Hill Church,45.41977819661956,-122.62539608732155
Milwaukie Covenant Church,45.43453909123952,-122.60043380977703
Good Roots Community Church,45.421824245167784,-122.64391260419733
Hope Community Church,45.41906704887896,-122.71192026539
Soka Gakkai International USA - Oregon Buddhist Center,45.398743213720515,-122.72378872984832
Triumphant King Lutheran Church,45.40157799561081,-122.72445120764058
Our Savior's Lutheran Church,45.4116879542005,-122.72245847540675
Chinese Faith Baptist Church,45.40436813751672,-122.69247466018058
The Church of Jesus Christ of Latter-day Saints,45.396371999827934,-122.69572011078071
The Church of Jesus Christ of Latter-day Saints,45.36790982511236,-122.63945145999055
Willamette Christian Church,45.36424575537098,-122.64981293123233
Oak Grove United Methodist Church,45.41677079535688,-122.63952533910862
Grace United Reformed Church,45.40644792107451,-122.63353577648768
Ebenezer Church,45.40884472593534,-122.62793030521128
Portland Korean United Methodist Church,45.39015782187821,-122.73268159825427
Oak Hills Presbyterian Church,45.41308646468777,-122.61110377065903
Kingdom Hall of Jehovah’s Witnesses,45.39673329000813,-122.61023043329
Antelope Community Church,44.91121391195046,-120.72199469313124
The Source,45.3816028226485,-122.58725140591584
Oregon City Christian,45.335477236157296,-122.62218302140295
Oregon City United Methodist Church,45.33300370922734,-122.62551152182373
Living Word Church,45.358320063711105,-122.60396294407003
Victorious Faith Family Church,45.35787235116191,-122.60524335720064
First Baptist Church of Oregon City,45.357341377784664,-122.60316047748725
Saint Paul's Episcopal Church,45.35749389112757,-122.60348518966809
Zion Lutheran Church,45.35585263422627,-122.60251946798702
New Life Church,45.36360195571939,-122.61450988396452
Stafford Baptist Church,45.351745290935554,-122.72295205813988
Resurrection Catholic Church,45.367415489403285,-122.70648907426977
Willamette United Methodist Church,45.343374536203335,-122.65693898687304
,45.31893329095958,-122.64289378769178
Westside Church of Christ,45.4798654068232,-122.81847561262563
Beaverton Baha’i Center,45.48053395589792,-122.82649593314143
Imam Mahdi Center,45.469599981338455,-122.80353825113656
Kingdom Hall of Jehovahs Witnesses,45.464783238105305,-122.8033346390934
Evergreen Presbyterian Church,45.467169856239124,-122.80439668746183
Spirit of Grace,45.466409423488294,-122.77636176730567
The Church of Jesus Christ of Latter-day Saints,45.50716130169258,-122.9254295522583
Ascension Presbyterian Church,45.51771460101412,-122.97079735862383
Westside Bible Fellowship,45.517157001345346,-122.9750216582193
Kingdom Hall of Jehovahs Witnesses,45.35020766557224,-122.6628980969754
Trinity Lutheran Church,45.5035190221991,-122.96248962049337
Tualatin Congregation of the Jehovah's Witnesses,45.403976636941266,-122.77465667538212
Apostolic Lutheran Church,45.39080378610223,-122.79660034256236
Boones Ferry Community Church,45.37071464281021,-122.77066033688324
Living Savior Lutheran Church,45.37474687270742,-122.76676244569681
